Locality,Latitude,Longitude,Signal Strength (dBm),Signal Quality (%),Data Throughput (Mbps),Latency (ms),Network Type,BB60C Measurement (dBm),srsRAN Measurement (dBm),BladeRFxA9 Measurement (dBm)
Kidwaipuri,25.70193861,85.23026228,-101.0846525,0,73.33884237,42.93046978,5G,-102.7781211,-108.3016765,-102.3239527
Bailey Road,25.61182697,85.01838375,-88.41453454,0,3.287505131,50.57573232,4G,-87.23380861,-97.97213795,-86.34327686
Patliputra Colony,25.51678756,85.13997495,-88.29397591,0,5.939022982,81.46134394,4G,-92.36812886,-94.50513007,-88.04951763
Gandhi Maidan,25.73853716,85.08599083,-84.9512697,0,8.865587991,89.52044167,4G,-81.62767657,-90.04160304,-83.09126949
Kidwaipuri,25.753983,85.16820245,-92.24429049,0,91.80359693,20.63474998,5G,-93.02715847,-101.8153556,-92.50719956
Gandhi Maidan,25.51146408,85.29616812,-88.7582892,0,55.08380285,12.36625107,5G,-91.81659652,-97.67004337,-87.15034334
Patliputra Colony,25.5397716,85.07078853,-87.51890939,0,1.923583975,125.2700491,3G,0,0,0
Bankipore,25.46409648,85.19261674,-102.9843591,0,20.64970584,49.79217258,5G,-103.2373037,-109.5804062,-100.5350501
S.K. Puri,25.58656427,85.26404376,-97.17971708,0,21.52497623,30.2116812,5G,-100.448072,-105.3509896,-97.22911533
Phulwari Sharif,25.5254307,85.21681662,-99.81990532,0,9.681694038,78.40242566,4G,-104.0974227,-106.3045709,-99.59624117
Phulwari Sharif,25.51121795,85.23874733,-86.28952399,0,1.05944694,135.1149253,3G,0,0,0
Ashok Rajpath,25.60005484,85.21287254,-85.14845211,0,2.346282132,126.2078355,3G,0,0,0
Gandhi Maidan,25.60368456,85.04956239,-98.58459395,0,61.60804114,20.59412619,5G,-97.82125611,-106.4545871,-99.34779886
Boring Canal Road,25.68383426,85.08089061,-85.64905715,0,2.988753633,184.0761538,LTE,-87.18762789,-92.09279519,-85.44551647
Boring Canal Road,25.60364549,85.20767559,-85.32770774,0,1.373998711,109.597087,LTE,-83.82311671,-92.82823715,-83.07359234
Exhibition Road,25.72008319,85.17617489,-82.85457682,0,2.259238898,193.4750681,3G,0,0,0
Fraser Road,25.52102167,85.17985161,-93.9830366,0,1.287417797,153.1481473,LTE,-89.05579417,-103.638122,-95.39966429
Kidwaipuri,25.52330842,85.07160706,-81.39733061,0,2.574815852,155.2500237,LTE,-79.19398651,-90.613254,-79.16504351
Kidwaipuri,25.57859558,84.96698142,-90.83172456,0,1.910244697,112.7594894,LTE,-95.49739482,-99.24858293,-92.78260336
Rajendra Nagar,25.62421598,84.99579645,-85.77509125,0,6.586710646,71.77662472,4G,-87.63829724,-92.7404321,-82.97677894
Anandpuri,25.72908678,85.11356883,-90.97070477,0,9.087559199,81.99416189,4G,-95.28298305,-100.813121,-91.08179229
Kankarbagh,25.47130897,85.18748144,-86.04378273,0,2.158701572,149.9665274,LTE,-82.27790364,-95.45318207,-83.09925787
Gandhi Maidan,25.73745831,85.19532645,-99.6674383,0,1.492323675,175.4234017,LTE,-98.27291906,-108.6342831,-97.90062982
Phulwari Sharif,25.58153756,85.30442141,-91.48792668,0,1.533346905,118.8853796,LTE,-86.92230544,-98.68146938,-90.86278121
Bailey Road,25.7197246,85.2534035,-83.81657366,0,52.31939132,32.28618507,5G,-86.92507326,-93.53959188,-84.68103136
Bailey Road,25.48366496,85.08327099,-92.58018058,0,35.26266728,23.13836769,5G,-92.50404569,-101.5677814,-94.82234355
Danapur,25.42616669,85.09442779,-76.72445825,0,1.105452042,138.9382806,LTE,-72.50341502,-84.97207723,-75.12778725
Bankipore,25.67305287,85.07808342,-91.94487577,0,1.410102584,115.1967389,LTE,-93.41015768,-99.62542743,-90.09648408
Kumhrar,25.48516033,85.02605949,-93.94367737,0,66.46063919,12.6258673,5G,-90.79517689,-99.78353682,-91.64362532
Gardanibagh,25.52557641,85.09459298,-84.82632864,0,4.431744245,51.11985545,4G,-83.58621669,-92.6472198,-86.27378791
S.K. Puri,25.5286028,85.28193518,-90.45751614,0,13.16218034,39.17207583,5G,-88.93579481,-97.20994099,-90.97357978
Kankarbagh,25.52236763,85.28078338,-95.4998544,0,92.35352473,14.83829774,5G,-99.21310234,-101.1018232,-98.15481886
Rajendra Nagar,25.58025236,85.11589813,-87.03776572,0,1.963199166,116.9820066,3G,0,0,0
Boring Canal Road,25.6348898,85.13024052,-95.61345061,0,1.457539844,146.7470241,LTE,-94.8954915,-100.7460261,-93.28266846
Gandhi Maidan,25.66277767,85.12411153,-93.69572583,0,5.344560408,93.02215675,4G,-94.08370587,-100.7725383,-95.60704527
Exhibition Road,25.52808797,85.13221417,-96.12695576,0,67.52417462,46.78889558,5G,-92.01469542,-105.8099023,-93.39689981
Patliputra Colony,25.6137973,84.99829666,-100.3849455,0,30.15011397,28.34083879,5G,-104.5356077,-105.4074423,-99.2100997
Kidwaipuri,25.62098762,85.21985502,-92.81312481,0,7.458688529,91.46840923,4G,-92.41960679,-102.7612169,-91.75146603
Rajendra Nagar,25.50681307,85.09939721,-96.32736089,0,67.73439714,22.62586451,5G,-96.56313017,-102.1473473,-98.49946186
Anandpuri,25.59405282,85.27984217,-96.60905323,0,30.53298921,13.48938809,5G,-95.57830619,-104.0033623,-96.51002997
Pataliputra,25.57941258,84.97760261,-97.1350347,0,1.871654227,191.2524085,LTE,-96.7485202,-106.6687245,-94.51173766
Gandhi Maidan,25.62935309,85.25953368,-87.87232161,0,19.48567652,24.52140199,5G,-90.23265025,-95.1811283,-90.50382512
Kumhrar,25.54443549,85.26524337,-81.48468387,0,1.930450026,182.6636153,3G,0,0,0
Bankipore,25.61188965,85.30962654,-88.89225259,0,6.571139478,78.20224717,4G,-93.66732341,-96.83229047,-87.19543984
Rajendra Nagar,25.43172116,85.1474009,-88.07049456,0,6.972545736,74.48856287,4G,-91.02078024,-96.3304443,-88.63213011
Pataliputra,25.69931353,85.19065374,-85.10816601,0,7.469880457,68.04272338,4G,-84.76830434,-91.93733785,-85.66170835
Kidwaipuri,25.5636687,85.27814506,-89.79842418,0,2.093194424,194.2555162,LTE,-94.37378578,-95.46645728,-89.48701775
Danapur,25.50243054,85.04769085,-106.8402696,0,17.53903309,28.73306571,5G,-102.4645332,-116.4518793,-107.7362969
Gandhi Maidan,25.64725127,85.14147032,-87.43408945,0,9.542015025,91.15573609,4G,-89.61511091,-97.26689667,-87.59676496
Bankipore,25.74142771,85.19696337,-93.78432107,0,4.462228084,87.99434041,4G,-93.86520319,-101.0485383,-96.5617926
Kumhrar,25.69462218,85.08749016,-79.51891301,0,1.205658489,109.0772678,3G,0,0,0
S.K. Puri,25.50519313,85.04351167,-100.5717215,0,93.91184149,47.48005062,5G,-103.1710718,-109.9332829,-99.4264718
Kidwaipuri,25.64751163,85.1807415,-93.55238109,0,1.677053809,106.3158284,LTE,-89.81805436,-98.90588369,-92.75256285
Boring Canal Road,25.68472686,85.16096826,-92.6803908,0,4.796368194,94.52084613,4G,-96.54991232,-102.5899523,-94.8169246
Rajendra Nagar,25.4557822,85.11169376,-99.6669346,0,3.774779684,87.74836988,4G,-97.77611872,-107.6932889,-100.3820425
Kankarbagh,25.68371265,85.25943736,-81.33304645,0,2.535600347,189.8399928,3G,0,0,0
Anisabad,25.72852314,85.21613485,-94.45939915,0,20.88976443,10.68301292,5G,-91.67356443,-102.4423461,-94.30936812
Phulwari Sharif,25.49574798,85.2243555,-87.5302758,0,1.427265321,110.2232357,3G,0,0,0
Boring Road,25.52813472,85.13970656,-94.46419376,0,66.87768422,36.12873414,5G,-96.87950918,-102.6375868,-96.6485471
Fraser Road,25.50303683,85.02941751,-82.48041632,0,1.647972221,111.8747402,3G,0,0,0
Bailey Road,25.66632018,84.99257897,-93.80595923,0,1.843453591,183.3825088,LTE,-97.65841559,-103.3471912,-91.39334591
S.K. Puri,25.67886101,85.2425499,-91.63070645,0,9.649890919,66.60720688,4G,-88.13312299,-97.5552322,-94.5754607
Kumhrar,25.73954023,85.16057228,-84.3886825,0,1.564595657,189.7447637,3G,0,0,0
Gardanibagh,25.51628034,85.10584953,-93.50977395,0,7.29713914,53.22425574,4G,-98.38942579,-102.8566739,-95.49753208
Patliputra Colony,25.52509938,85.19207819,-87.13331459,0,1.877196947,146.6053574,3G,0,0,0
Patliputra Colony,25.50815899,85.03494475,-81.99365094,0,3.251815548,54.79401876,4G,-84.16217504,-90.25203778,-79.9869477
Danapur,25.6266663,85.13756394,-98.98785273,0,46.54823515,29.3393037,5G,-96.79682269,-108.304487,-100.1730595
S.K. Puri,25.70825593,85.01297063,-100.6966414,0,74.5185899,36.04000899,5G,-103.9233321,-108.1943632,-98.93854415
Fraser Road,25.59308836,85.2757044,-96.13474333,0,2.997856319,180.891363,LTE,-97.16390475,-103.7503481,-97.65900377
Fraser Road,25.49201714,85.13086782,-80.2897188,0,2.647868582,136.1674264,LTE,-84.20858222,-85.62425736,-77.65829541
Gardanibagh,25.64438416,85.2776889,-90.60806315,0,3.345744533,85.89537832,4G,-94.47895478,-98.22907928,-88.5538693
Exhibition Road,25.5830891,85.27057121,-90.24699144,0,6.661401085,79.58804308,4G,-85.65242674,-98.17737886,-92.70212905
Exhibition Road,25.60709598,85.13137452,-90.1456392,0,2.201663393,158.3237304,LTE,-89.07006038,-99.08813538,-91.12316428
Rajendra Nagar,25.51795538,85.22246025,-95.6731027,0,52.57257042,16.3432006,5G,-90.90332599,-104.2224733,-96.21791497
Danapur,25.68511766,85.26881025,-84.11018423,0,1.23018998,155.3257339,3G,0,0,0
Boring Canal Road,25.57461646,85.07981947,-96.26448433,0,1.70728032,159.8440531,LTE,-100.0822987,-102.3932386,-93.47187787
Patliputra Colony,25.68084045,85.01662332,-98.3034422,0,72.14313533,13.37574532,5G,-96.19762216,-103.6722409,-96.72240195
Bankipore,25.47314304,85.011794,-104.0045217,0,79.92474621,35.52091506,5G,-101.1869689,-113.7567796,-103.6221675
Exhibition Road,25.63919593,85.0861405,-96.42797627,0,4.023094762,90.35617087,4G,-96.42662862,-105.882677,-98.83565502
Gardanibagh,25.6859085,85.21106751,-96.14613722,0,1.766301511,127.5162905,LTE,-93.68564808,-102.6477884,-98.57655404
Bankipore,25.60410267,85.17833032,-93.89113572,0,54.11978067,34.83533143,5G,-93.30576764,-99.3291201,-95.54804902
Gandhi Maidan,25.56099223,85.29938494,-87.90975345,0,2.144694828,161.5805088,LTE,-88.60488888,-94.32365798,-89.68038163
Patliputra Colony,25.62271018,85.07975271,-94.10539904,0,54.55274529,11.37950346,5G,-90.00737898,-99.34402946,-93.72980727
Anandpuri,25.53459527,85.25811609,-86.46091783,0,9.081825281,86.16218723,4G,-84.33397877,-95.11639245,-84.70889198
Exhibition Road,25.56306568,85.17847637,-81.08811414,0,2.640415453,199.7803422,LTE,-78.34540634,-89.98141188,-79.60024573
Patliputra Colony,25.45665329,85.09285273,-95.2636296,0,2.8470957,184.2404428,LTE,-96.774778,-103.3632868,-96.29997024
Boring Canal Road,25.66932571,85.19156409,-90.42121647,0,3.660708396,96.62978278,4G,-87.49689815,-97.05767157,-88.43979307
Phulwari Sharif,25.70812852,85.11404077,-85.05329789,0,1.77807945,121.6116122,3G,0,0,0
Fraser Road,25.60975194,85.0547086,-89.33916764,0,2.517134179,112.1080694,3G,0,0,0
Boring Road,25.619385,85.10203201,-83.77613538,0,1.130397481,109.9172554,3G,0,0,0
Gandhi Maidan,25.48609832,85.14394883,-89.54915157,0,1.408789102,193.0507105,LTE,-93.87684545,-97.9292513,-92.47325753
Phulwari Sharif,25.49449978,85.19482262,-91.0363357,0,8.183428379,76.63182859,4G,-89.21976117,-99.57198972,-93.84228099
Pataliputra,25.58980777,85.07241383,-83.28744475,0,1.622998937,102.333123,3G,0,0,0
Patliputra Colony,25.69769239,85.15657136,-96.7980913,0,42.17352613,46.44256408,5G,-91.98724395,-102.6881058,-98.36753846
Ashok Rajpath,25.44971775,85.04861932,-85.56740611,0,1.25225903,191.7919046,3G,0,0,0
Rajendra Nagar,25.51796844,84.98404424,-97.43776122,0,14.80293419,22.56008928,5G,-93.57530973,-104.4565932,-98.71442702
Patliputra Colony,25.6625474,84.98806039,-89.52160823,0,1.137377847,181.7119675,LTE,-88.6292483,-98.70158877,-91.15743528
Kankarbagh,25.64027238,85.09188409,-85.30693614,0,2.520115071,110.0544361,3G,0,0,0
Bailey Road,25.58686608,85.21234671,-81.8107642,0,2.069497245,120.3623664,LTE,-80.01374097,-91.71502274,-84.68365963
Gardanibagh,25.50161974,85.02624179,-98.72176448,0,5.925036085,52.39559873,4G,-97.74896221,-106.9680035,-98.4975058
Kumhrar,25.72041482,85.07266545,-88.28856458,0,2.399852116,199.5459092,3G,0,0,0
Fraser Road,25.69873459,85.27055056,-82.86243539,0,1.267567647,131.4971932,3G,0,0,0
Rajendra Nagar,25.68066797,85.29167974,-86.25090114,0,2.183984623,150.9429349,LTE,-87.13147625,-91.79025094,-85.52414111
Kumhrar,25.53093503,85.07755258,-85.4832622,0,2.896144531,118.5772463,3G,0,0,0
Anandpuri,25.57408576,85.06608902,-95.08090487,0,74.76452646,29.08341181,5G,-96.36533214,-101.0988048,-92.99095876
Gandhi Maidan,25.57565818,85.04919454,-83.57104464,0,1.669343258,113.0612623,3G,0,0,0
Exhibition Road,25.45368156,85.16506967,-85.60328216,0,1.893446025,167.8937413,3G,0,0,0
Patliputra Colony,25.45669251,85.1954837,-96.4315565,0,5.218774496,98.29698476,4G,-92.60578041,-105.7141061,-95.49898193
Boring Road,25.45326537,85.19462352,-85.92826445,0,2.865241814,179.2067329,3G,0,0,0
Danapur,25.6560468,85.2364051,-101.9229128,0,35.64530483,39.83107287,5G,-99.18230308,-107.3815262,-104.0268013
Gandhi Maidan,25.52194549,85.12502849,-87.26856221,0,1.471310319,191.5087196,3G,0,0,0
Exhibition Road,25.43570942,85.15862545,-82.71643069,0,2.390041911,134.0911597,3G,0,0,0
S.K. Puri,25.60401155,85.26260361,-93.06636509,0,1.305402176,171.0398965,LTE,-94.23655574,-102.0696509,-91.18364832
Anandpuri,25.57098958,85.05181978,-96.27221396,0,27.90050513,28.11157573,5G,-99.46462762,-106.1988996,-94.01979208
S.K. Puri,25.55607899,85.19689383,-91.14415024,0,7.371715122,92.32752758,4G,-96.04173603,-99.81568444,-88.69412032
Bankipore,25.73957777,85.07032352,-86.71702534,0,2.155460006,112.8333067,LTE,-84.8459284,-96.62652848,-84.89065053
Rajendra Nagar,25.48015837,85.22236231,-91.86922512,0,2.265134637,133.1194712,LTE,-94.29358245,-99.25363913,-90.09591567
Kankarbagh,25.63784899,85.20218442,-90.61079952,0,6.25813255,98.93943595,4G,-93.1420204,-98.55603745,-89.76228244
Fraser Road,25.46863415,85.11337439,-89.32466328,0,2.296423382,176.4840232,3G,0,0,0
Exhibition Road,25.67843107,85.2049404,-93.14806002,0,11.05566601,25.63157696,5G,-95.55102742,-100.4887564,-94.47545922
Phulwari Sharif,25.58208208,85.14321133,-92.99325591,0,3.134221789,68.79155982,4G,-90.93972007,-100.5556098,-91.56134456
Boring Road,25.51127224,85.15317297,-90.78458572,0,1.313257637,127.1690803,LTE,-85.91827314,-97.99433285,-89.08112712
Anisabad,25.54053896,85.15605417,-93.73486716,0,2.73555807,147.6485118,LTE,-88.86517261,-100.9804029,-96.55800154
Gardanibagh,25.69156892,85.01501293,-90.87113545,0,1.72962451,126.8647506,LTE,-94.13703016,-98.66005467,-87.94741479
Danapur,25.70466494,85.19396047,-102.7545484,0,29.06629992,44.9722046,5G,-106.5476826,-109.9583398,-102.7393383
Boring Canal Road,25.50723783,85.03975461,-89.22716202,0,1.002566726,123.986225,LTE,-89.26812293,-97.57858739,-89.66581136
Bailey Road,25.62764823,85.05633941,-91.6999558,0,69.70071134,18.3511572,5G,-89.2036137,-101.5073778,-92.32150478
Kankarbagh,25.43160863,85.10009762,-96.49320273,0,79.05994456,34.49433669,5G,-101.0330658,-103.0235578,-96.14423679
Phulwari Sharif,25.56541257,85.01148204,-80.74995748,0,9.245613187,60.52121051,4G,-76.99053675,-86.0774886,-83.21303337
Boring Road,25.5245302,85.00850392,-91.69918779,0,16.3246649,15.11474309,5G,-87.74265933,-99.62227078,-94.19843616
Phulwari Sharif,25.68223018,85.2082674,-97.08511303,0,25.80995051,12.16154715,5G,-96.70993911,-105.8361151,-99.16122713
Phulwari Sharif,25.62376212,85.10219253,-92.76148159,0,4.490253834,64.59774935,4G,-88.09238229,-99.47452562,-92.83271987
Anisabad,25.74121654,85.05396189,-96.02315337,0,7.964941373,73.48915883,4G,-94.96791296,-102.5746217,-93.46158583
Boring Road,25.45238166,85.11253997,-87.6167611,0,1.937571621,168.3522639,LTE,-91.52675374,-96.33831388,-85.84699842
Patliputra Colony,25.51750077,85.27778713,-88.07898453,0,27.12871568,41.11880837,5G,-83.63633284,-93.58915207,-89.60918003
Danapur,25.69828172,85.22983074,-86.11292212,0,1.304980432,172.9791739,LTE,-82.98236787,-94.93006449,-87.73500384
Gardanibagh,25.54451688,85.00985026,-86.25840518,0,2.733819056,134.890394,3G,0,0,0
Rajendra Nagar,25.56198052,85.12505582,-93.79920364,0,42.74302591,20.64900101,5G,-96.20491227,-100.9888817,-95.79835068
Boring Canal Road,25.60239678,85.31602524,-85.00856273,0,1.125373015,109.0390992,3G,0,0,0
Kumhrar,25.59433577,84.96007291,-93.89230056,0,8.109425827,96.82600945,4G,-97.318437,-103.5527293,-95.30106882
Boring Road,25.53992226,85.2248781,-99.37437024,0,38.59058075,45.66025998,5G,-96.71676,-108.2133119,-96.65277793
Fraser Road,25.66595654,84.97453547,-85.57450974,0,2.30021638,109.1005075,3G,0,0,0
Kankarbagh,25.68268443,85.13570115,-89.51245247,0,1.570130217,152.861805,LTE,-89.11749858,-95.87864445,-87.09923853
Boring Canal Road,25.62437601,85.21865948,-83.21523533,0,2.118972515,193.3678586,3G,0,0,0
Boring Canal Road,25.68688846,85.27227319,-81.336891,0,1.788704655,167.6503113,3G,0,0,0
Kumhrar,25.61647229,85.07697062,-88.59827139,0,1.391259297,146.0895357,LTE,-85.05942262,-94.41773822,-89.58245194
Phulwari Sharif,25.66403877,85.1454252,-95.10534255,0,2.625918792,167.6486492,LTE,-90.40228775,-100.6701727,-92.23937641
Fraser Road,25.41638857,85.12645797,-92.02057106,0,1.937622745,189.6396219,LTE,-91.05178213,-101.0257473,-90.17282181
Boring Canal Road,25.51108077,85.00863985,-90.14177831,0,5.521744727,73.06768211,4G,-91.03331142,-96.23230745,-93.08581413
Gandhi Maidan,25.61987264,85.1598265,-84.37591415,0,5.996563587,65.18194914,4G,-81.50623851,-90.71983089,-83.49926085
Bailey Road,25.54079372,85.05022903,-96.46776787,0,7.657314507,91.65622445,4G,-95.73982285,-102.1146299,-99.33363211
Kidwaipuri,25.60948334,85.2229227,-86.73268505,0,1.996770324,196.6706916,3G,0,0,0
Kankarbagh,25.48537038,85.26380813,-90.65875212,0,1.314875746,145.3788387,LTE,-87.87263466,-97.64648479,-91.98144663
Anandpuri,25.4369982,85.05111002,-81.84853819,0,2.038758046,141.5955482,3G,0,0,0
Danapur,25.72655466,85.0372117,-90.78372267,0,5.237823328,62.10853202,4G,-94.22969417,-98.48346227,-91.73699959
Anandpuri,25.59629393,85.16095188,-92.13650679,0,40.33503909,37.46824372,5G,-93.01086624,-100.7347976,-91.44136373
Bailey Road,25.60859183,85.22771104,-89.61798161,0,6.793411692,90.81024976,4G,-91.71314182,-98.30051789,-86.78925104
Pataliputra,25.52377935,85.08458228,-94.09569125,0,24.21490489,45.39170751,5G,-92.31948768,-100.8378872,-93.60018807
Pataliputra,25.49916378,85.18342263,-90.87230726,0,3.713164878,89.48871954,4G,-95.40402617,-100.7866244,-89.47731516
Exhibition Road,25.60057163,85.25128718,-92.42548618,0,3.801546226,73.05369125,4G,-95.07302019,-97.674377,-93.25731623
Boring Road,25.73366507,85.09870397,-85.80802478,0,1.709709506,119.4404219,3G,0,0,0
Kankarbagh,25.48699049,85.11391507,-81.65604851,0,1.540873852,170.3605743,3G,0,0,0
Bankipore,25.47132869,85.0095243,-87.44866047,0,6.317251276,73.98715466,4G,-85.99671711,-97.22727191,-89.97610443
Fraser Road,25.60183778,85.01921872,-92.99073913,0,1.209436942,107.3673899,LTE,-97.67214877,-101.7069856,-90.46154129
Kankarbagh,25.67752888,85.22294703,-89.18054639,0,2.543484725,129.4305151,LTE,-89.14995848,-99.08351452,-88.53355593
Boring Road,25.58482661,85.03540036,-85.58783114,0,1.386765302,172.2167684,LTE,-87.65111809,-94.19467228,-83.71886751
Patliputra Colony,25.45803304,85.03915185,-83.18052368,0,2.929737615,118.3069721,3G,0,0,0
Exhibition Road,25.53660625,85.03508344,-87.8610953,0,2.22973973,161.1973751,3G,0,0,0
Rajendra Nagar,25.44148214,85.05700299,-89.40787698,0,2.165383064,129.2041906,LTE,-84.48392329,-95.72285361,-90.76296492
Kidwaipuri,25.54501685,85.13482363,-98.90896483,0,1.045134373,157.1342664,LTE,-99.94289706,-107.7219857,-101.1036214
Boring Road,25.55417589,85.24594811,-89.54019548,0,2.040519508,147.4075073,LTE,-89.38110614,-95.83000104,-89.08351125
Gandhi Maidan,25.43275239,85.1164988,-93.04685364,0,6.689622543,85.03981113,4G,-91.31084997,-98.14241399,-92.71286196
Rajendra Nagar,25.63119758,85.14086127,-87.37807196,0,3.214943118,63.01136292,4G,-91.04415959,-94.6716186,-89.31383091
Fraser Road,25.61344264,85.30993292,-95.5781342,0,79.684045,39.70486917,5G,-93.40483804,-102.5120198,-93.70169393
S.K. Puri,25.64449051,85.03652954,-87.85651265,0,2.497791291,131.3159834,3G,0,0,0
Kidwaipuri,25.56964229,85.24819594,-91.39218573,0,17.36967576,18.94729565,5G,-87.69809242,-96.83943784,-91.87318417
Bailey Road,25.58925374,85.13753912,-82.60264272,0,1.722197819,182.6557712,LTE,-86.12200651,-88.06467123,-83.79545765
Phulwari Sharif,25.54569265,85.15498128,-86.71810239,0,1.701743891,142.7122528,3G,0,0,0
Kumhrar,25.64562712,85.19928591,-83.74649071,0,1.525528788,141.6983352,3G,0,0,0
Rajendra Nagar,25.63289812,85.16331933,-88.11575993,0,1.186758942,101.4933935,LTE,-91.84268951,-94.42586229,-88.3179015
Gardanibagh,25.46014691,85.12957567,-87.95530071,0,2.433281722,114.5852953,LTE,-84.52760234,-97.0529514,-86.15962417
Exhibition Road,25.71562558,85.05976542,-88.68623129,0,2.727266013,172.5058731,3G,0,0,0
